#道具ID（全局唯一 但不要超过14位）	道具名称（客户端用来显示）	icon	描述	初始等级	道具主类型（类型配置见【道具配置说明.txt】）	道具子类型	品质	武将限制	职业限制	等级限制	售卖货币类型(AssetType)	出售	幸运市场价值（幸运值）	竞技市场中的价格（竞技点）	物理攻击最小值	物理攻击最大值	物理防御最小值	物理防御最大值	法术攻击最小值	法术攻击最大值	法术防御最小值	法术防御最大值	生命最小值	生命最大值	熔炼消耗	精炼消耗	"掉落关卡id（,分隔）"	掉落关卡text（;分隔）	最大成长度
id	name	icon	describe	level	classify	type	quality	reqrole	reqjob	reqlevel	sellmoneytype	sellprice	luckyprice	arenaprice	minphyatk	maxphyatk	minphydef	maxphydef	minmgcatk	maxmgcatk	minmgcdef	maxmgcdef	minhp	maxhp	meltcost	refinecost	dropid	droptext	maxgrow
17030477	三品的卢	mfg07.png	55级绿色物防马	55	3	0	1	0	0	55	2	100	1	1	0	0	261	285	0	0	0	0	2700	2940	10000	0	18021003	试炼10-3掉落	215
17030478	三品的卢	mfg07.png	55级蓝色物防马	55	3	0	2	0	0	55	2	150	1	1	0	0	313	342	0	0	0	0	3240	3528	50000	0	18021003	试炼10-3掉落	295
17030479	三品的卢+	mfg07.png	55级蓝色+1物防马	55	3	0	3	0	0	55	2	200	1	1	0	0	376	410	0	0	0	0	3888	4232	80000	0	18021003	试炼10-3掉落	375
17030480	三品的卢	mfg07.png	55级紫色物防马	55	3	0	4	0	0	55	2	250	1	1	0	0	447	537	0	0	0	0	4628	5544	100000	0	18021003	试炼10-3掉落	455
17030481	三品的卢+	mfg07.png	55级紫色+1物防马	55	3	0	5	0	0	55	2	500	1	1	0	0	597	692	0	0	0	0	6172	7136	150000	0	18021003	试炼10-3掉落	535
17030482	三品的卢	mfg07.png	55级橙色物防马	55	3	0	6	0	0	55	2	1000	1	1	0	0	760	863	0	0	0	0	7860	8904	0	200000	18021003	试炼10-3掉落	615
17030483	三品的卢+	mfg07.png	55级橙色+1物防马	55	3	0	7	0	0	55	2	5000	1	1	0	0	946	1056	0	0	0	0	9788	10896	0	300000	18021003	试炼10-3掉落	695
17030484	三品绝影	mff07.png	55级绿色法防马	55	3	0	1	0	0	55	2	100	1	1	0	0	0	0	0	0	261	285	2700	2940	10000	0	18021103	试炼11-3掉落	215
17030485	三品绝影	mff07.png	55级蓝色法防马	55	3	0	2	0	0	55	2	150	1	1	0	0	0	0	0	0	313	342	3240	3528	50000	0	18021103	试炼11-3掉落	295
17030486	三品绝影+	mff07.png	55级蓝色+1法防马	55	3	0	3	0	0	55	2	200	1	1	0	0	0	0	0	0	376	410	3888	4232	80000	0	18021103	试炼11-3掉落	375
17030487	三品绝影	mff07.png	55级紫色法防马	55	3	0	4	0	0	55	2	250	1	1	0	0	0	0	0	0	447	537	4628	5544	100000	0	18021103	试炼11-3掉落	455
17030488	三品绝影+	mff07.png	55级紫色+1法防马	55	3	0	5	0	0	55	2	500	1	1	0	0	0	0	0	0	597	692	6172	7136	150000	0	18021103	试炼11-3掉落	535
17030489	三品绝影	mff07.png	55级橙色法防马	55	3	0	6	0	0	55	2	1000	1	1	0	0	0	0	0	0	760	863	7860	8904	0	200000	18021103	试炼11-3掉落	615
17030490	三品绝影+	mff07.png	55级橙色+1法防马	55	3	0	7	0	0	55	2	5000	1	1	0	0	0	0	0	0	946	1056	9788	10896	0	300000	18021103	试炼11-3掉落	695
17030491	二品龙胆	wqjz08.png	60级绿色近战武器	60	1	1	1	0	1	60	2	100	1	1	1164	1266	116	126	0	0	0	0	0	0	10000	0	18021104	试炼11-4掉落	255
17030492	二品龙胆	wqjz08.png	60级蓝色近战武器	60	1	1	2	0	1	60	2	150	1	1	1397	1519	139	151	0	0	0	0	0	0	50000	0	18021104	试炼11-4掉落	340
17030493	二品龙胆+	wqjz08.png	60级蓝色+1近战武器	60	1	1	3	0	1	60	2	200	1	1	1677	1823	167	182	0	0	0	0	0	0	80000	0	18021104	试炼11-4掉落	425
17030494	二品龙胆	wqjz08.png	60级紫色近战武器	60	1	1	4	0	1	60	2	250	1	1	1995	2386	199	238	0	0	0	0	0	0	100000	0	18021104	试炼11-4掉落	510
17030495	二品龙胆+	wqjz08.png	60级紫色+1近战武器	60	1	1	5	0	1	60	2	500	1	1	2661	3071	266	307	0	0	0	0	0	0	150000	0	18021104	试炼11-4掉落	595
17030496	二品龙胆	wqjz08.png	60级橙色近战武器	60	1	1	6	0	1	60	2	1000	1	1	3389	3833	338	383	0	0	0	0	0	0	0	200000	18021104	试炼11-4掉落	680
17030497	二品龙胆+	wqjz08.png	60级橙色+1近战武器	60	1	1	7	0	1	60	2	5000	1	1	4218	4689	421	468	0	0	0	0	0	0	0	300000	18021104	试炼11-4掉落	765
17030498	二品易经	wqms08.png	60级绿色谋士武器	60	1	3	1	0	3	60	2	100	1	1	0	0	0	0	1428	1552	0	0	0	0	10000	0	18021203	试炼12-3掉落	255
17030499	二品易经	wqms08.png	60级蓝色谋士武器	60	1	3	2	0	3	60	2	150	1	1	0	0	0	0	1713	1863	0	0	0	0	50000	0	18021203	试炼12-3掉落	340
17030500	二品易经+	wqms08.png	60级蓝色+1谋士武器	60	1	3	3	0	3	60	2	200	1	1	0	0	0	0	2056	2235	0	0	0	0	80000	0	18021203	试炼12-3掉落	425
17030501	二品易经	wqms08.png	60级紫色谋士武器	60	1	3	4	0	3	60	2	250	1	1	0	0	0	0	2446	2926	0	0	0	0	100000	0	18021203	试炼12-3掉落	510
17030502	二品易经+	wqms08.png	60级紫色+1谋士武器	60	1	3	5	0	3	60	2	500	1	1	0	0	0	0	3262	3766	0	0	0	0	150000	0	18021203	试炼12-3掉落	595
17030503	二品易经	wqms08.png	60级橙色谋士武器	60	1	3	6	0	3	60	2	1000	1	1	0	0	0	0	4154	4700	0	0	0	0	0	200000	18021203	试炼12-3掉落	680
17030504	二品易经+	wqms08.png	60级橙色+1谋士武器	60	1	3	7	0	3	60	2	5000	1	1	0	0	0	0	5172	5750	0	0	0	0	0	300000	18021203	试炼12-3掉落	765
17030505	二品落月	wqyc08.png	60级绿色远程武器	60	1	2	1	0	2	60	2	100	1	1	1500	1626	0	0	0	0	0	0	0	0	10000	0	18021201	试炼12-1掉落	255
17030506	二品落月	wqyc08.png	60级蓝色远程武器	60	1	2	2	0	2	60	2	150	1	1	1800	1952	0	0	0	0	0	0	0	0	50000	0	18021201	试炼12-1掉落	340
17030507	二品落月+	wqyc08.png	60级蓝色+1远程武器	60	1	2	3	0	2	60	2	200	1	1	2160	2342	0	0	0	0	0	0	0	0	80000	0	18021201	试炼12-1掉落	425
17030508	二品落月	wqyc08.png	60级紫色远程武器	60	1	2	4	0	2	60	2	250	1	1	2571	3066	0	0	0	0	0	0	0	0	100000	0	18021201	试炼12-1掉落	510
17030509	二品落月+	wqyc08.png	60级紫色+1远程武器	60	1	2	5	0	2	60	2	500	1	1	3428	3946	0	0	0	0	0	0	0	0	150000	0	18021201	试炼12-1掉落	595
17030510	二品落月	wqyc08.png	60级橙色远程武器	60	1	2	6	0	2	60	2	1000	1	1	4366	4925	0	0	0	0	0	0	0	0	0	200000	18021201	试炼12-1掉落	680
17030511	二品落月+	wqyc08.png	60级橙色+1远程武器	60	1	2	7	0	2	60	2	5000	1	1	5435	6026	0	0	0	0	0	0	0	0	0	300000	18021201	试炼12-1掉落	765
17030512	二品龙麟	fjwf08.png	60级绿色物理防具	60	2	1	1	0	0	60	2	100	1	1	0	0	582	633	0	0	0	0	750	813	10000	0	18021205	试炼12-5掉落	255
17030513	二品龙麟	fjwf08.png	60级蓝色物理防具	60	2	1	2	0	0	60	2	150	1	1	0	0	698	759	0	0	0	0	900	976	50000	0	18021205	试炼12-5掉落	340
17030514	二品龙麟+	fjwf08.png	60级蓝色+1物理防具	60	2	1	3	0	0	60	2	200	1	1	0	0	838	911	0	0	0	0	1080	1171	80000	0	18021205	试炼12-5掉落	425
17030515	二品龙麟	fjwf08.png	60级紫色物理防具	60	2	1	4	0	0	60	2	250	1	1	0	0	997	1193	0	0	0	0	1285	1533	100000	0	18021205	试炼12-5掉落	510
17030516	二品龙麟+	fjwf08.png	60级紫色+1物理防具	60	2	1	5	0	0	60	2	500	1	1	0	0	1330	1535	0	0	0	0	1714	1973	150000	0	18021205	试炼12-5掉落	595
17030517	二品龙麟	fjwf08.png	60级橙色物理防具	60	2	1	6	0	0	60	2	1000	1	1	0	0	1694	1916	0	0	0	0	2183	2462	0	200000	18021205	试炼12-5掉落	680
17030518	二品龙麟+	fjwf08.png	60级橙色+1物理防具	60	2	1	7	0	0	60	2	5000	1	1	0	0	2109	2344	0	0	0	0	2717	3013	0	300000	18021205	试炼12-5掉落	765
17030519	二品镜芒	fjff08.png	60级绿色法术防具	60	2	2	1	0	0	60	2	100	1	1	0	0	0	0	0	0	582	633	750	813	10000	0	18021105	试炼11-5掉落	255
17030520	二品镜芒	fjff08.png	60级蓝色法术防具	60	2	2	2	0	0	60	2	150	1	1	0	0	0	0	0	0	698	759	900	976	50000	0	18021105	试炼11-5掉落	340
17030521	二品镜芒+	fjff08.png	60级蓝色+1法术防具	60	2	2	3	0	0	60	2	200	1	1	0	0	0	0	0	0	838	911	1080	1171	80000	0	18021105	试炼11-5掉落	425
17030522	二品镜芒	fjff08.png	60级紫色法术防具	60	2	2	4	0	0	60	2	250	1	1	0	0	0	0	0	0	997	1193	1285	1533	100000	0	18021105	试炼11-5掉落	510
17030523	二品镜芒+	fjff08.png	60级紫色+1法术防具	60	2	2	5	0	0	60	2	500	1	1	0	0	0	0	0	0	1330	1535	1714	1973	150000	0	18021105	试炼11-5掉落	595
17030524	二品镜芒	fjff08.png	60级橙色法术防具	60	2	2	6	0	0	60	2	1000	1	1	0	0	0	0	0	0	1694	1916	2183	2462	0	200000	18021105	试炼11-5掉落	680
17030525	二品镜芒+	fjff08.png	60级橙色+1法术防具	60	2	2	7	0	0	60	2	5000	1	1	0	0	0	0	0	0	2109	2344	2717	3013	0	300000	18021105	试炼11-5掉落	765
17030526	二品赤兔	mwg08.png	60级绿色物攻马	60	3	0	1	0	1;2	60	2	100	1	1	750	813	0	0	0	0	0	0	375	406	10000	0	18021204	试炼12-4掉落	255
17030527	二品赤兔	mwg08.png	60级蓝色物攻马	60	3	0	2	0	1;2	60	2	150	1	1	900	976	0	0	0	0	0	0	450	488	50000	0	18021204	试炼12-4掉落	340
17030528	二品赤兔+	mwg08.png	60级蓝色+1物攻马	60	3	0	3	0	1;2	60	2	200	1	1	1080	1171	0	0	0	0	0	0	540	585	80000	0	18021204	试炼12-4掉落	425
17030529	二品赤兔	mwg08.png	60级紫色物攻马	60	3	0	4	0	1;2	60	2	250	1	1	1285	1533	0	0	0	0	0	0	642	766	100000	0	18021204	试炼12-4掉落	510
17030530	二品赤兔+	mwg08.png	60级紫色+1物攻马	60	3	0	5	0	1;2	60	2	500	1	1	1714	1973	0	0	0	0	0	0	857	986	150000	0	18021204	试炼12-4掉落	595
17030531	二品赤兔	mwg08.png	60级橙色物攻马	60	3	0	6	0	1;2	60	2	1000	1	1	2183	2462	0	0	0	0	0	0	1091	1231	0	200000	18021204	试炼12-4掉落	680
17030532	二品赤兔+	mwg08.png	60级橙色+1物攻马	60	3	0	7	0	1;2	60	2	5000	1	1	2717	3013	0	0	0	0	0	0	1358	1506	0	300000	18021204	试炼12-4掉落	765
17030533	二品飞电	mfg08.png	60级绿色法攻马	60	3	0	1	0	3	60	2	100	1	1	0	0	0	0	714	776	0	0	375	406	10000	0	18021202	试炼12-2掉落	255
17030534	二品飞电	mfg08.png	60级蓝色法攻马	60	3	0	2	0	3	60	2	150	1	1	0	0	0	0	856	931	0	0	450	488	50000	0	18021202	试炼12-2掉落	340
17030535	二品飞电+	mfg08.png	60级蓝色+1法攻马	60	3	0	3	0	3	60	2	200	1	1	0	0	0	0	1028	1117	0	0	540	585	80000	0	18021202	试炼12-2掉落	425
17030536	二品飞电	mfg08.png	60级紫色法攻马	60	3	0	4	0	3	60	2	250	1	1	0	0	0	0	1223	1463	0	0	642	766	100000	0	18021202	试炼12-2掉落	510
17030537	二品飞电+	mfg08.png	60级紫色+1法攻马	60	3	0	5	0	3	60	2	500	1	1	0	0	0	0	1631	1883	0	0	857	986	150000	0	18021202	试炼12-2掉落	595
17030538	二品飞电	mfg08.png	60级橙色法攻马	60	3	0	6	0	3	60	2	1000	1	1	0	0	0	0	2077	2350	0	0	1091	1231	0	200000	18021202	试炼12-2掉落	680
17030539	二品飞电+	mfg08.png	60级橙色+1法攻马	60	3	0	7	0	3	60	2	5000	1	1	0	0	0	0	2586	2875	0	0	1358	1506	0	300000	18021202	试炼12-2掉落	765
17030540	二品的卢	mfg08.png	60级绿色物防马	60	3	0	1	0	0	60	2	100	1	1	0	0	291	316	0	0	0	0	3000	3252	10000	0	18021106	试炼11-6掉落	255
17030541	二品的卢	mfg08.png	60级蓝色物防马	60	3	0	2	0	0	60	2	150	1	1	0	0	349	379	0	0	0	0	3600	3904	50000	0	18021106	试炼11-6掉落	340
17030542	二品的卢+	mfg08.png	60级蓝色+1物防马	60	3	0	3	0	0	60	2	200	1	1	0	0	419	455	0	0	0	0	4320	4684	80000	0	18021106	试炼11-6掉落	425
17030543	二品的卢	mfg08.png	60级紫色物防马	60	3	0	4	0	0	60	2	250	1	1	0	0	498	596	0	0	0	0	5140	6132	100000	0	18021106	试炼11-6掉落	510
17030544	二品的卢+	mfg08.png	60级紫色+1物防马	60	3	0	5	0	0	60	2	500	1	1	0	0	665	767	0	0	0	0	6856	7892	150000	0	18021106	试炼11-6掉落	595
17030545	二品的卢	mfg08.png	60级橙色物防马	60	3	0	6	0	0	60	2	1000	1	1	0	0	847	958	0	0	0	0	8732	9848	0	200000	18021106	试炼11-6掉落	680
17030546	二品的卢+	mfg08.png	60级橙色+1物防马	60	3	0	7	0	0	60	2	5000	1	1	0	0	1054	1172	0	0	0	0	10868	12052	0	300000	18021106	试炼11-6掉落	765
17030547	二品绝影	mff08.png	60级绿色法防马	60	3	0	1	0	0	60	2	100	1	1	0	0	0	0	0	0	291	316	3000	3252	10000	0	18021206	试炼12-6掉落	255
17030548	二品绝影	mff08.png	60级蓝色法防马	60	3	0	2	0	0	60	2	150	1	1	0	0	0	0	0	0	349	379	3600	3904	50000	0	18021206	试炼12-6掉落	340
17030549	二品绝影+	mff08.png	60级蓝色+1法防马	60	3	0	3	0	0	60	2	200	1	1	0	0	0	0	0	0	419	455	4320	4684	80000	0	18021206	试炼12-6掉落	425
17030550	二品绝影	mff08.png	60级紫色法防马	60	3	0	4	0	0	60	2	250	1	1	0	0	0	0	0	0	498	596	5140	6132	100000	0	18021206	试炼12-6掉落	510
17030551	二品绝影+	mff08.png	60级紫色+1法防马	60	3	0	5	0	0	60	2	500	1	1	0	0	0	0	0	0	665	767	6856	7892	150000	0	18021206	试炼12-6掉落	595
17030552	二品绝影	mff08.png	60级橙色法防马	60	3	0	6	0	0	60	2	1000	1	1	0	0	0	0	0	0	847	958	8732	9848	0	200000	18021206	试炼12-6掉落	680
17030553	二品绝影+	mff08.png	60级橙色+1法防马	60	3	0	7	0	0	60	2	5000	1	1	0	0	0	0	0	0	1054	1172	10868	12052	0	300000	18021206	试炼12-6掉落	765
17030554	一品龙胆	wqjz09.png	65级绿色近战武器	65	1	1	1	0	1	65	2	100	1	1	1292	1399	129	139	0	0	0	0	0	0	10000	0	18021301	试炼13-1掉落	300
17030555	一品龙胆	wqjz09.png	65级蓝色近战武器	65	1	1	2	0	1	65	2	150	1	1	1551	1679	155	167	0	0	0	0	0	0	50000	0	18021301	试炼13-1掉落	390
17030556	一品龙胆+	wqjz09.png	65级蓝色+1近战武器	65	1	1	3	0	1	65	2	200	1	1	1861	2015	186	201	0	0	0	0	0	0	80000	0	18021301	试炼13-1掉落	480
17030557	一品龙胆	wqjz09.png	65级紫色近战武器	65	1	1	4	0	1	65	2	250	1	1	2215	2638	221	263	0	0	0	0	0	0	100000	0	18021301	试炼13-1掉落	570
17030558	一品龙胆+	wqjz09.png	65级紫色+1近战武器	65	1	1	5	0	1	65	2	500	1	1	2953	3395	295	339	0	0	0	0	0	0	150000	0	18021301	试炼13-1掉落	660
17030559	一品龙胆	wqjz09.png	65级橙色近战武器	65	1	1	6	0	1	65	2	1000	1	1	3761	4237	376	423	0	0	0	0	0	0	0	200000	18021301	试炼13-1掉落	750
17030560	一品龙胆+	wqjz09.png	65级橙色+1近战武器	65	1	1	7	0	1	65	2	5000	1	1	4682	5184	468	518	0	0	0	0	0	0	0	300000	18021301	试炼13-1掉落	840
17030561	一品易经	wqms09.png	65级绿色谋士武器	65	1	3	1	0	3	65	2	100	1	1	0	0	0	0	1585	1716	0	0	0	0	10000	0	18021306	试炼13-6掉落	300
17030562	一品易经	wqms09.png	65级蓝色谋士武器	65	1	3	2	0	3	65	2	150	1	1	0	0	0	0	1902	2060	0	0	0	0	50000	0	18021306	试炼13-6掉落	390
17030563	一品易经+	wqms09.png	65级蓝色+1谋士武器	65	1	3	3	0	3	65	2	200	1	1	0	0	0	0	2282	2471	0	0	0	0	80000	0	18021306	试炼13-6掉落	480
17030564	一品易经	wqms09.png	65级紫色谋士武器	65	1	3	4	0	3	65	2	250	1	1	0	0	0	0	2716	3235	0	0	0	0	100000	0	18021306	试炼13-6掉落	570
17030565	一品易经+	wqms09.png	65级紫色+1谋士武器	65	1	3	5	0	3	65	2	500	1	1	0	0	0	0	3621	4165	0	0	0	0	150000	0	18021306	试炼13-6掉落	660
17030566	一品易经	wqms09.png	65级橙色谋士武器	65	1	3	6	0	3	65	2	1000	1	1	0	0	0	0	4612	5197	0	0	0	0	0	200000	18021306	试炼13-6掉落	750
17030567	一品易经+	wqms09.png	65级橙色+1谋士武器	65	1	3	7	0	3	65	2	5000	1	1	0	0	0	0	5741	6359	0	0	0	0	0	300000	18021306	试炼13-6掉落	840
17030568	一品落月	wqyc09.png	65级绿色远程武器	65	1	2	1	0	2	65	2	100	1	1	1660	1792	0	0	0	0	0	0	0	0	10000	0	18021304	试炼13-4掉落	300
17030569	一品落月	wqyc09.png	65级蓝色远程武器	65	1	2	2	0	2	65	2	150	1	1	1992	2151	0	0	0	0	0	0	0	0	50000	0	18021304	试炼13-4掉落	390
17030570	一品落月+	wqyc09.png	65级蓝色+1远程武器	65	1	2	3	0	2	65	2	200	1	1	2390	2581	0	0	0	0	0	0	0	0	80000	0	18021304	试炼13-4掉落	480
17030571	一品落月	wqyc09.png	65级紫色远程武器	65	1	2	4	0	2	65	2	250	1	1	2844	3378	0	0	0	0	0	0	0	0	100000	0	18021304	试炼13-4掉落	570
17030572	一品落月+	wqyc09.png	65级紫色+1远程武器	65	1	2	5	0	2	65	2	500	1	1	3792	4349	0	0	0	0	0	0	0	0	150000	0	18021304	试炼13-4掉落	660
17030573	一品落月	wqyc09.png	65级橙色远程武器	65	1	2	6	0	2	65	2	1000	1	1	4829	5428	0	0	0	0	0	0	0	0	0	200000	18021304	试炼13-4掉落	750
17030574	一品落月+	wqyc09.png	65级橙色+1远程武器	65	1	2	7	0	2	65	2	5000	1	1	6012	6640	0	0	0	0	0	0	0	0	0	300000	18021304	试炼13-4掉落	840
17030575	一品龙麟	fjwf09.png	65级绿色物理防具	65	2	1	1	0	0	65	2	100	1	1	0	0	646	699	0	0	0	0	830	896	10000	0	18021402	试炼14-2掉落	300
17030576	一品龙麟	fjwf09.png	65级蓝色物理防具	65	2	1	2	0	0	65	2	150	1	1	0	0	775	839	0	0	0	0	996	1075	50000	0	18021402	试炼14-2掉落	390
17030577	一品龙麟+	fjwf09.png	65级蓝色+1物理防具	65	2	1	3	0	0	65	2	200	1	1	0	0	930	1007	0	0	0	0	1195	1290	80000	0	18021402	试炼14-2掉落	480
17030578	一品龙麟	fjwf09.png	65级紫色物理防具	65	2	1	4	0	0	65	2	250	1	1	0	0	1107	1319	0	0	0	0	1422	1689	100000	0	18021402	试炼14-2掉落	570
17030579	一品龙麟+	fjwf09.png	65级紫色+1物理防具	65	2	1	5	0	0	65	2	500	1	1	0	0	1476	1697	0	0	0	0	1896	2174	150000	0	18021402	试炼14-2掉落	660
17030580	一品龙麟	fjwf09.png	65级橙色物理防具	65	2	1	6	0	0	65	2	1000	1	1	0	0	1880	2118	0	0	0	0	2414	2714	0	200000	18021402	试炼14-2掉落	750
17030581	一品龙麟+	fjwf09.png	65级橙色+1物理防具	65	2	1	7	0	0	65	2	5000	1	1	0	0	2341	2592	0	0	0	0	3006	3320	0	300000	18021402	试炼14-2掉落	840
17030582	一品镜芒	fjff09.png	65级绿色法术防具	65	2	2	1	0	0	65	2	100	1	1	0	0	0	0	0	0	646	699	830	896	10000	0	18021302	试炼13-2掉落	300
17030583	一品镜芒	fjff09.png	65级蓝色法术防具	65	2	2	2	0	0	65	2	150	1	1	0	0	0	0	0	0	775	839	996	1075	50000	0	18021302	试炼13-2掉落	390
17030584	一品镜芒+	fjff09.png	65级蓝色+1法术防具	65	2	2	3	0	0	65	2	200	1	1	0	0	0	0	0	0	930	1007	1195	1290	80000	0	18021302	试炼13-2掉落	480
17030585	一品镜芒	fjff09.png	65级紫色法术防具	65	2	2	4	0	0	65	2	250	1	1	0	0	0	0	0	0	1107	1319	1422	1689	100000	0	18021302	试炼13-2掉落	570
17030586	一品镜芒+	fjff09.png	65级紫色+1法术防具	65	2	2	5	0	0	65	2	500	1	1	0	0	0	0	0	0	1476	1697	1896	2174	150000	0	18021302	试炼13-2掉落	660
17030587	一品镜芒	fjff09.png	65级橙色法术防具	65	2	2	6	0	0	65	2	1000	1	1	0	0	0	0	0	0	1880	2118	2414	2714	0	200000	18021302	试炼13-2掉落	750
17030588	一品镜芒+	fjff09.png	65级橙色+1法术防具	65	2	2	7	0	0	65	2	5000	1	1	0	0	0	0	0	0	2341	2592	3006	3320	0	300000	18021302	试炼13-2掉落	840
17030589	一品赤兔	mwg09.png	65级绿色物攻马	65	3	0	1	0	1;2	65	2	100	1	1	830	896	0	0	0	0	0	0	415	448	10000	0	18021401	试炼14-1掉落	300
17030590	一品赤兔	mwg09.png	65级蓝色物攻马	65	3	0	2	0	1;2	65	2	150	1	1	996	1075	0	0	0	0	0	0	498	537	50000	0	18021401	试炼14-1掉落	390
17030591	一品赤兔+	mwg09.png	65级蓝色+1物攻马	65	3	0	3	0	1;2	65	2	200	1	1	1195	1290	0	0	0	0	0	0	597	645	80000	0	18021401	试炼14-1掉落	480
17030592	一品赤兔	mwg09.png	65级紫色物攻马	65	3	0	4	0	1;2	65	2	250	1	1	1422	1689	0	0	0	0	0	0	711	844	100000	0	18021401	试炼14-1掉落	570
17030593	一品赤兔+	mwg09.png	65级紫色+1物攻马	65	3	0	5	0	1;2	65	2	500	1	1	1896	2174	0	0	0	0	0	0	948	1087	150000	0	18021401	试炼14-1掉落	660
17030594	一品赤兔	mwg09.png	65级橙色物攻马	65	3	0	6	0	1;2	65	2	1000	1	1	2414	2714	0	0	0	0	0	0	1207	1357	0	200000	18021401	试炼14-1掉落	750
17030595	一品赤兔+	mwg09.png	65级橙色+1物攻马	65	3	0	7	0	1;2	65	2	5000	1	1	3006	3320	0	0	0	0	0	0	1503	1660	0	300000	18021401	试炼14-1掉落	840
17030596	一品飞电	mfg09.png	65级绿色法攻马	65	3	0	1	0	3	65	2	100	1	1	0	0	0	0	792	858	0	0	415	448	10000	0	18021305	试炼13-5掉落	300
17030597	一品飞电	mfg09.png	65级蓝色法攻马	65	3	0	2	0	3	65	2	150	1	1	0	0	0	0	951	1030	0	0	498	537	50000	0	18021305	试炼13-5掉落	390
17030598	一品飞电+	mfg09.png	65级蓝色+1法攻马	65	3	0	3	0	3	65	2	200	1	1	0	0	0	0	1141	1235	0	0	597	645	80000	0	18021305	试炼13-5掉落	480
17030599	一品飞电	mfg09.png	65级紫色法攻马	65	3	0	4	0	3	65	2	250	1	1	0	0	0	0	1358	1617	0	0	711	844	100000	0	18021305	试炼13-5掉落	570
17030600	一品飞电+	mfg09.png	65级紫色+1法攻马	65	3	0	5	0	3	65	2	500	1	1	0	0	0	0	1810	2082	0	0	948	1087	150000	0	18021305	试炼13-5掉落	660
17030601	一品飞电	mfg09.png	65级橙色法攻马	65	3	0	6	0	3	65	2	1000	1	1	0	0	0	0	2306	2598	0	0	1207	1357	0	200000	18021305	试炼13-5掉落	750
17030602	一品飞电+	mfg09.png	65级橙色+1法攻马	65	3	0	7	0	3	65	2	5000	1	1	0	0	0	0	2870	3179	0	0	1503	1660	0	300000	18021305	试炼13-5掉落	840
17030603	一品的卢	mfg09.png	65级绿色物防马	65	3	0	1	0	0	65	2	100	1	1	0	0	323	349	0	0	0	0	3320	3584	10000	0	18021303	试炼13-3掉落	300
17030604	一品的卢	mfg09.png	65级蓝色物防马	65	3	0	2	0	0	65	2	150	1	1	0	0	387	419	0	0	0	0	3984	4300	50000	0	18021303	试炼13-3掉落	390
17030605	一品的卢+	mfg09.png	65级蓝色+1物防马	65	3	0	3	0	0	65	2	200	1	1	0	0	465	503	0	0	0	0	4780	5160	80000	0	18021303	试炼13-3掉落	480
17030606	一品的卢	mfg09.png	65级紫色物防马	65	3	0	4	0	0	65	2	250	1	1	0	0	553	659	0	0	0	0	5688	6756	100000	0	18021303	试炼13-3掉落	570
17030607	一品的卢+	mfg09.png	65级紫色+1物防马	65	3	0	5	0	0	65	2	500	1	1	0	0	738	848	0	0	0	0	7584	8696	150000	0	18021303	试炼13-3掉落	660
17030608	一品的卢	mfg09.png	65级橙色物防马	65	3	0	6	0	0	65	2	1000	1	1	0	0	940	1059	0	0	0	0	9656	10856	0	200000	18021303	试炼13-3掉落	750
17030609	一品的卢+	mfg09.png	65级橙色+1物防马	65	3	0	7	0	0	65	2	5000	1	1	0	0	1170	1296	0	0	0	0	12024	13280	0	300000	18021303	试炼13-3掉落	840
17030610	一品绝影	mff09.png	65级绿色法防马	65	3	0	1	0	0	65	2	100	1	1	0	0	0	0	0	0	323	349	3320	3584	10000	0	18021403	试炼14-3掉落	300
17030611	一品绝影	mff09.png	65级蓝色法防马	65	3	0	2	0	0	65	2	150	1	1	0	0	0	0	0	0	387	419	3984	4300	50000	0	18021403	试炼14-3掉落	390
17030612	一品绝影+	mff09.png	65级蓝色+1法防马	65	3	0	3	0	0	65	2	200	1	1	0	0	0	0	0	0	465	503	4780	5160	80000	0	18021403	试炼14-3掉落	480
17030613	一品绝影	mff09.png	65级紫色法防马	65	3	0	4	0	0	65	2	250	1	1	0	0	0	0	0	0	553	659	5688	6756	100000	0	18021403	试炼14-3掉落	570
17030614	一品绝影+	mff09.png	65级紫色+1法防马	65	3	0	5	0	0	65	2	500	1	1	0	0	0	0	0	0	738	848	7584	8696	150000	0	18021403	试炼14-3掉落	660
17030615	一品绝影	mff09.png	65级橙色法防马	65	3	0	6	0	0	65	2	1000	1	1	0	0	0	0	0	0	940	1059	9656	10856	0	200000	18021403	试炼14-3掉落	750
17030616	一品绝影+	mff09.png	65级橙色+1法防马	65	3	0	7	0	0	65	2	5000	1	1	0	0	0	0	0	0	1170	1296	12024	13280	0	300000	18021403	试炼14-3掉落	840
17030617	黄级龙胆	wqjz10.png	70级绿色近战武器	70	1	1	1	0	1	70	2	100	1	1	1426	1564	142	156	0	0	0	0	0	0	10000	0	18021404	试炼14-4掉落	350
17030618	黄级龙胆	wqjz10.png	70级蓝色近战武器	70	1	1	2	0	1	70	2	150	1	1	1711	1876	171	187	0	0	0	0	0	0	50000	0	18021404	试炼14-4掉落	445
17030619	黄级龙胆+	wqjz10.png	70级蓝色+1近战武器	70	1	1	3	0	1	70	2	200	1	1	2053	2252	205	225	0	0	0	0	0	0	80000	0	18021404	试炼14-4掉落	540
