#武将ID	名称	头像	兵种	等级	星级	品质	分类（其中type=1为近战，type=2为远程，type=3为谋士）	武将模型（无用）	物理攻击	物理防御	法术攻击	法术防御	生命	技能ID	初始怒气	怒气值上限	武将怒气增长方式（1=攻击增加怒气，2=被攻击增加怒气，3=攻击和被攻击都增加怒气）	每次怒气增加点数	战斗力	待机动画文件	攻击动画(无用)	被攻击动画	普通攻击	技能攻击
id	name	icon	race	level	star	color	type	model	phyatk	phydef	mgcatk	mgcdef	hp	skillid	initanger	angerpiont	angerincrease	angeraddnum	power	idleanimation	attackanimation	attackedanimation	commonattack	skillattack
24050099	运输小分队	imghead012.png	1	65	4	2	1	0	10982	1318	0	1286	67153	14020083	1	2	1	1	20301	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050100	黄巾力士	imghead012.png	1	70	4	1	1	0	8626	1553	0	1511	82792	14020002	1	2	1	1	19969	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050101	重步兵	imghead012.png	2	70	4	1	1	0	8626	1553	0	1511	82792	14020015	1	3	2	1	19969	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050102	重骑兵	imghead012.png	3	70	4	1	1	0	8626	1553	0	1511	82792	14020061	1	2	2	1	19969	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24050103	连弩兵	imghead012.png	4	70	4	1	2	0	10253	1025	0	513	67822	14020085	1	3	3	1	18573	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24050104	骑射手	imghead012.png	6	70	4	1	2	0	10253	1025	0	513	67822	14020076	1	3	1	1	18573	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040102
24050105	弓骑兵	imghead012.png	6	70	4	1	2	0	10253	1025	0	513	67822	14020021	1	2	1	1	18573	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24050106	火计谋士	imghead012.png	7	70	4	1	3	0	0	583	8330	1163	60246	14020064	1	2	1	1	16100	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24050107	雷计谋士	imghead012.png	8	70	4	1	3	0	0	583	8330	1163	60246	14020065	1	2	1	1	16100	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24050108	水计谋士	imghead012.png	8	70	4	1	3	0	0	583	8330	1163	60246	14020074	1	3	1	1	16100	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24050109	运输小分队	imghead012.png	1	70	4	2	1	0	12938	1553	0	1511	82792	14020023	1	3	1	1	24281	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050110	车下虎士	imghead012.png	1	75	4	1	1	0	10910	1964	0	1978	107487	14020020	1	4	1	1	25600	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050111	黄巾力士	imghead012.png	2	75	4	1	1	0	10910	1964	0	1978	107487	14020062	1	3	1	1	25600	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050112	禁卫军	imghead012.png	3	75	4	1	1	0	10910	1964	0	1978	107487	14020083	1	2	1	1	25600	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24050113	连弩兵	imghead012.png	4	75	4	1	2	0	12601	1260	0	630	88348	14020002	1	2	1	1	23325	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24050114	骑射手	imghead012.png	6	75	4	1	2	0	12601	1260	0	630	88348	14020070	1	2	1	1	23325	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24050115	弓骑兵	imghead012.png	6	75	4	1	2	0	12601	1260	0	630	88348	14020028	1	3	1	1	23325	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24050116	火计谋士	imghead012.png	7	75	4	1	3	0	0	725	10358	1482	78605	14020071	1	3	1	1	20425	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24050117	雷计谋士	imghead012.png	8	75	4	1	3	0	0	725	10358	1482	78605	14020065	1	2	1	1	20425	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24050118	水计谋士	imghead012.png	8	75	4	1	3	0	0	725	10358	1482	78605	14020064	1	2	1	1	20425	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24050119	运输小分队	imghead012.png	1	75	4	2	1	0	16365	1964	0	1978	107487	14020066	1	2	1	1	31055	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050120	车下虎士	imghead012.png	1	85	4	1	1	0	15245	2744	0	2872	154536	14020061	1	2	2	1	36314	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050121	黄巾力士	imghead012.png	2	85	4	1	1	0	15245	2744	0	2872	154536	14020001	1	3	1	1	36314	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24050122	禁卫军	imghead012.png	3	85	4	1	1	0	15245	2744	0	2872	154536	14020002	1	2	1	1	36314	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24050123	连弩兵	imghead012.png	4	85	4	1	2	0	17134	1713	0	857	127410	14020061	1	2	2	1	32445	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24050124	骑射手	imghead012.png	6	85	4	1	2	0	17134	1713	0	857	127410	14020083	1	2	1	1	32445	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24050125	弓骑兵	imghead012.png	6	85	4	1	2	0	17134	1713	0	857	127410	14020080	1	3	3	1	32445	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24050126	火计谋士	imghead012.png	7	85	4	1	3	0	0	996	14231	2110	113512	14020093	1	2	1	1	28688	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24050127	雷计谋士	imghead012.png	8	85	4	1	3	0	0	996	14231	2110	113512	14020071	1	3	1	1	28688	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24050128	水计谋士	imghead012.png	8	85	4	1	3	0	0	996	14231	2110	113512	14020010	1	2	1	1	28688	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24050129	运输小分队	imghead012.png	1	85	4	2	1	0	22868	2744	0	2872	154536	14020028	1	3	1	1	43937	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052000	刀盾兵	imghead012.png	1	10	3	1	1	0	365	66	0	212	4241	14020086	1	2	2	1	1067	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052001	轻步兵	imghead012.png	2	10	3	1	1	0	365	66	0	212	4241	14020052	1	2	1	1	1067	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052002	轻步兵	imghead012.png	2	10	3	1	1	0	365	66	0	212	4241	14020005	1	2	1	1	1067	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052003	轻骑兵	imghead012.png	3	10	3	1	1	0	365	66	0	212	4241	14020077	1	3	1	1	1067	qibing01_;11	0	qibing01ss_;13	29030006	29040106
24052004	长弓兵	imghead012.png	4	10	3	1	2	0	552	55	0	28	3416	14020003	1	2	1	1	976	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052005	弓骑兵	imghead012.png	6	10	3	1	2	0	552	55	0	28	3416	14020085	1	3	3	1	976	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052006	火计谋士	imghead012.png	7	10	3	1	3	0	0	25	363	248	2796	14020027	1	3	1	1	915	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052007	雷计谋士	imghead012.png	8	10	3	1	3	0	0	25	363	248	2796	14020088	1	3	1	1	915	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24052008	水计谋士	imghead012.png	8	10	3	1	3	0	0	25	363	248	2796	14020093	1	2	1	1	915	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052009	刀盾兵	imghead012.png	1	20	3	1	1	0	1053	190	0	495	6606	14020020	1	4	1	1	2398	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052010	轻步兵	imghead012.png	2	20	3	1	1	0	1053	190	0	495	6606	14020060	1	3	2	1	2398	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052011	轻步兵	imghead012.png	2	20	3	1	1	0	1053	190	0	495	6606	14020068	1	2	1	1	2398	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052012	轻骑兵	imghead012.png	3	20	3	1	1	0	1053	190	0	495	6606	14020086	1	2	2	1	2398	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052013	长弓兵	imghead012.png	4	20	3	1	2	0	1654	165	0	83	5284	14020078	1	3	1	1	2430	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040104
24052014	弓骑兵	imghead012.png	6	20	3	1	2	0	1654	165	0	83	5284	14020068	1	2	1	1	2430	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052015	火计谋士	imghead012.png	7	20	3	1	3	0	0	79	1124	548	4484	14020010	1	2	1	1	2199	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052016	雷计谋士	imghead012.png	8	20	3	1	3	0	0	79	1124	548	4484	14020076	1	3	1	1	2199	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24052017	水计谋士	imghead012.png	8	20	3	1	3	0	0	79	1124	548	4484	14020007	1	2	1	1	2199	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052018	刀盾兵	imghead012.png	1	25	3	1	1	0	1341	241	0	533	8759	14020082	1	2	1	1	2990	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052019	轻步兵	imghead012.png	2	25	3	1	1	0	1341	241	0	533	8759	14020084	1	3	1	1	2990	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052020	轻骑兵	imghead012.png	3	25	3	1	1	0	1341	241	0	533	8759	14020013	1	2	1	1	2990	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052021	轻骑兵	imghead012.png	3	25	3	1	1	0	1341	241	0	533	8759	14020061	1	2	2	1	2990	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052022	长弓兵	imghead012.png	4	25	3	1	2	0	2145	215	0	107	6983	14020004	1	3	1	1	3165	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052023	弓骑兵	imghead012.png	6	25	3	1	2	0	2145	215	0	107	6983	14020080	1	3	3	1	3165	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052024	火计谋士	imghead012.png	7	25	3	1	3	0	0	104	1484	579	6007	14020033	1	4	2	1	2767	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24052025	雷计谋士	imghead012.png	8	25	3	1	3	0	0	104	1484	579	6007	14020016	1	3	1	1	2767	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24052026	水计谋士	imghead012.png	8	25	3	1	3	0	0	104	1484	579	6007	14020057	1	3	1	1	2767	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040103
24052027	刀盾兵	imghead012.png	1	30	3	1	1	0	1641	295	0	567	11174	14020015	1	3	2	1	3620	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052028	刀盾兵	imghead012.png	1	30	3	1	1	0	1641	295	0	567	11174	14020086	1	2	2	1	3620	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052029	轻步兵	imghead012.png	2	30	3	1	1	0	1641	295	0	567	11174	14020067	1	3	1	1	3620	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052030	轻骑兵	imghead012.png	3	30	3	1	1	0	1641	295	0	567	11174	14020037	1	2	1	1	3620	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052031	长弓兵	imghead012.png	4	30	3	1	2	0	2676	268	0	134	8878	14020023	1	3	1	1	3965	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052032	弓骑兵	imghead012.png	6	30	3	1	2	0	2676	268	0	134	8878	14020081	1	2	1	1	3965	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052033	火计谋士	imghead012.png	7	30	3	1	3	0	0	132	1886	605	7723	14020072	1	3	1	1	3395	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052034	雷计谋士	imghead012.png	8	30	3	1	3	0	0	132	1886	605	7723	14020054	1	3	1	1	3395	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24052035	水计谋士	imghead012.png	8	30	3	1	3	0	0	132	1886	605	7723	14020089	1	2	1	1	3395	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052036	刀盾兵	imghead012.png	1	35	3	1	1	0	2162	389	0	664	15319	14020066	1	2	1	1	4746	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052037	轻步兵	imghead012.png	2	35	3	1	1	0	2162	389	0	664	15319	14020031	1	2	2	1	4746	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052038	轻骑兵	imghead012.png	3	35	3	1	1	0	2162	389	0	664	15319	14020049	1	2	1	1	4746	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052039	长弓兵	imghead012.png	4	35	3	1	2	0	3353	335	0	168	12230	14020021	1	2	1	1	5079	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052040	弓骑兵	imghead012.png	6	35	3	1	2	0	3353	335	0	168	12230	14020058	1	2	1	1	5079	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040102
24052041	弓骑兵	imghead012.png	6	35	3	1	2	0	3353	335	0	168	12230	14020067	1	3	1	1	5079	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052042	火计谋士	imghead012.png	7	35	3	1	3	0	0	170	2425	686	10693	14020063	1	2	1	1	4350	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052043	雷计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020034	1	3	3	1	4350	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24052044	水计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020088	1	3	1	1	4350	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052045	重步兵	imghead012.png	1	40	3	1	1	0	2671	481	0	750	19974	14020005	1	2	1	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052046	重步兵	imghead012.png	1	40	3	1	1	0	2671	481	0	750	19974	14020080	1	3	3	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052047	禁军	imghead012.png	2	40	3	1	1	0	2671	481	0	750	19974	14020022	1	3	2	1	5899	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052048	枪骑兵	imghead012.png	3	40	3	1	1	0	2671	481	0	750	19974	14020051	1	2	1	1	5899	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052049	长弓兵	imghead012.png	4	40	3	1	2	0	3952	395	0	198	16016	14020029	1	2	1	1	6146	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052050	弓骑兵	imghead012.png	6	40	3	1	2	0	3952	395	0	198	16016	14020015	1	3	2	1	6146	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052051	火计谋士	imghead012.png	7	40	3	1	3	0	0	204	2921	751	14049	14020087	1	3	1	1	5280	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052052	雷计谋士	imghead012.png	8	40	3	1	3	0	0	204	2921	751	14049	14020007	1	2	1	1	5280	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24052053	水计谋士	imghead012.png	8	40	3	1	3	0	0	204	2921	751	14049	14020091	1	2	1	1	5280	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052054	重步兵	imghead012.png	1	45	3	1	1	0	3523	634	0	786	27360	14020078	1	3	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24052055	禁军	imghead012.png	2	45	3	1	1	0	3523	634	0	786	27360	14020068	1	2	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052056	禁军	imghead012.png	2	45	3	1	1	0	3523	634	0	786	27360	14020028	1	3	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052057	枪骑兵	imghead012.png	3	45	3	1	1	0	3523	634	0	786	27360	14020005	1	2	1	1	7679	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052058	长弓兵	imghead012.png	4	45	3	1	2	0	4994	499	0	250	22035	14020062	1	3	1	1	7946	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052059	弓骑兵	imghead012.png	6	45	3	1	2	0	4994	499	0	250	22035	14020086	1	2	2	1	7946	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052060	火计谋士	imghead012.png	7	45	3	1	3	0	0	264	3767	755	19394	14020091	1	2	1	1	6725	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052061	雷计谋士	imghead012.png	8	45	3	1	3	0	0	264	3767	755	19394	14020073	1	2	1	1	6725	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24052062	水计谋士	imghead012.png	8	45	3	1	3	0	0	264	3767	755	19394	14020077	1	3	1	1	6725	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24052063	重步兵	imghead012.png	1	50	4	1	1	0	4354	784	0	809	35569	14020002	1	2	1	1	9503	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052064	禁军	imghead012.png	2	50	4	1	1	0	4354	784	0	809	35569	14020052	1	2	1	1	9503	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052065	枪骑兵	imghead012.png	3	50	4	1	1	0	4354	784	0	809	35569	14020000	1	3	1	1	9503	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052066	长弓兵	imghead012.png	4	50	4	1	2	0	5929	593	0	296	28754	14020066	1	2	1	1	9693	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052067	弓骑兵	imghead012.png	6	50	4	1	2	0	5929	593	0	296	28754	14020084	1	3	1	1	9693	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052068	弓骑兵	imghead012.png	6	50	4	1	2	0	5929	593	0	296	28754	14020030	1	2	1	1	9693	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052069	火计谋士	imghead012.png	7	50	4	1	3	0	0	319	4552	737	25364	14020078	1	3	1	1	8144	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24052070	雷计谋士	imghead012.png	8	50	4	1	3	0	0	319	4552	737	25364	14020019	1	3	1	1	8144	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24052071	水计谋士	imghead012.png	8	50	4	1	3	0	0	319	4552	737	25364	14020072	1	3	1	1	8144	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24052072	重步兵	imghead012.png	1	55	4	1	1	0	5180	932	0	932	43801	14020082	1	2	1	1	11424	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052073	禁军	imghead012.png	2	55	4	1	1	0	5180	932	0	932	43801	14020029	1	2	1	1	11424	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052074	枪骑兵	imghead012.png	3	55	4	1	1	0	5180	932	0	932	43801	14020015	1	3	2	1	11424	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052075	长弓兵	imghead012.png	4	55	4	1	2	0	6797	680	0	340	35548	14020070	1	2	1	1	11371	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052076	长弓兵	imghead012.png	4	55	4	1	2	0	6797	680	0	340	35548	14020004	1	3	1	1	11371	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052077	弓骑兵	imghead012.png	6	55	4	1	2	0	6797	680	0	340	35548	14020070	1	2	1	1	11371	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052078	火计谋士	imghead012.png	7	55	4	1	3	0	0	371	5305	809	31436	14020040	1	3	2	1	9628	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052079	雷计谋士	imghead012.png	8	55	4	1	3	0	0	371	5305	809	31436	14020075	1	2	1	1	9628	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24052080	水计谋士	imghead012.png	8	55	4	1	3	0	0	371	5305	809	31436	14020016	1	3	1	1	9628	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052081	黄巾力士	imghead012.png	1	60	4	1	1	0	5988	1078	0	1045	52768	14020001	1	3	1	1	13387	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052082	重步兵	imghead012.png	2	60	4	1	1	0	5988	1078	0	1045	52768	14020039	1	2	1	1	13387	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052083	重骑兵	imghead012.png	3	60	4	1	1	0	5988	1078	0	1045	52768	14020015	1	3	2	1	13387	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052084	连弩兵	imghead012.png	4	60	4	1	2	0	7586	759	0	379	42973	14020051	1	2	1	1	13021	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052085	骑射手	imghead012.png	6	60	4	1	2	0	7586	759	0	379	42973	14020051	1	2	1	1	13021	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052086	弓骑兵	imghead012.png	6	60	4	1	2	0	7586	759	0	379	42973	14020004	1	3	1	1	13021	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052087	火计谋士	imghead012.png	7	60	4	1	3	0	0	421	6009	866	38071	14020065	1	2	1	1	11103	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24052088	雷计谋士	imghead012.png	8	60	4	1	3	0	0	421	6009	866	38071	14020034	1	3	3	1	11103	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24052089	水计谋士	imghead012.png	8	60	4	1	3	0	0	421	6009	866	38071	14020043	1	3	1	1	11103	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052090	黄巾力士	imghead012.png	1	65	4	1	1	0	7322	1318	0	1286	67153	14020062	1	3	1	1	16641	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052091	重步兵	imghead012.png	2	65	4	1	1	0	7322	1318	0	1286	67153	14020000	1	3	1	1	16641	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052092	重骑兵	imghead012.png	3	65	4	1	1	0	7322	1318	0	1286	67153	14020057	1	3	1	1	16641	qibing01_;11	0	qibing01ss_;13	29030006	29040106
24052093	连弩兵	imghead012.png	4	65	4	1	2	0	8977	898	0	449	54864	14020082	1	2	1	1	15810	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052094	骑射手	imghead012.png	6	65	4	1	2	0	8977	898	0	449	54864	14020050	1	2	1	1	15810	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052095	弓骑兵	imghead012.png	6	65	4	1	2	0	8977	898	0	449	54864	14020057	1	3	1	1	15810	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040102
24052096	火计谋士	imghead012.png	7	65	4	1	3	0	0	504	7206	1026	48680	14020089	1	2	1	1	13604	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24052097	雷计谋士	imghead012.png	8	65	4	1	3	0	0	504	7206	1026	48680	14020032	1	3	1	1	13604	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24052098	水计谋士	imghead012.png	8	65	4	1	3	0	0	504	7206	1026	48680	14020035	1	2	1	1	13604	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24052099	车下虎士	imghead012.png	1	70	4	1	1	0	8626	1553	0	1511	82792	14020020	1	4	1	1	19969	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052100	黄巾力士	imghead012.png	2	70	4	1	1	0	8626	1553	0	1511	82792	14020083	1	2	1	1	19969	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052101	禁卫军	imghead012.png	3	70	4	1	1	0	8626	1553	0	1511	82792	14020036	1	3	3	1	19969	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052102	连弩兵	imghead012.png	4	70	4	1	2	0	10253	1025	0	513	67822	14020050	1	2	1	1	18573	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052103	骑射手	imghead012.png	6	70	4	1	2	0	10253	1025	0	513	67822	14020031	1	2	2	1	18573	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052104	弓骑兵	imghead012.png	6	70	4	1	2	0	10253	1025	0	513	67822	14020030	1	2	1	1	18573	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052105	火计谋士	imghead012.png	7	70	4	1	3	0	0	583	8330	1163	60246	14020042	1	2	2	1	16100	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24052106	雷计谋士	imghead012.png	8	70	4	1	3	0	0	583	8330	1163	60246	14020059	1	3	1	1	16100	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040103
24052107	水计谋士	imghead012.png	8	70	4	1	3	0	0	583	8330	1163	60246	14020025	1	3	1	1	16100	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24052108	车下虎士	imghead012.png	1	75	4	1	1	0	10910	1964	0	1978	107487	14020002	1	2	1	1	25600	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052109	黄巾力士	imghead012.png	2	75	4	1	1	0	10910	1964	0	1978	107487	14020002	1	2	1	1	25600	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24052110	禁卫军	imghead012.png	3	75	4	1	1	0	10910	1964	0	1978	107487	14020014	1	3	1	1	25600	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24052111	连弩兵	imghead012.png	4	75	4	1	2	0	12601	1260	0	630	88348	14020084	1	3	1	1	23325	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24052112	骑射手	imghead012.png	6	75	4	1	2	0	12601	1260	0	630	88348	14020079	1	3	1	1	23325	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052113	弓骑兵	imghead012.png	6	75	4	1	2	0	12601	1260	0	630	88348	14020081	1	2	1	1	23325	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24052114	火计谋士	imghead012.png	7	75	4	1	3	0	0	725	10358	1482	78605	14020074	1	3	1	1	20425	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24052115	雷计谋士	imghead012.png	8	75	4	1	3	0	0	725	10358	1482	78605	14020026	1	3	1	1	20425	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24052116	水计谋士	imghead012.png	8	75	4	1	3	0	0	725	10358	1482	78605	14020059	1	3	1	1	20425	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040103
24051000	潘凤	imghead104.png	5	25	3	4	2	0	2440	244	0	122	7709	14010048	0	2	1	1	3576	xiahoudun01_;9	0	xiahoudun01ss_;9	29020015	29011048
24051001	华雄	imghead018.png	3	25	3	4	1	0	1527	275	0	593	9665	14020014	3	3	1	1	3361	daoqi01_;9	0	daoqi01ss_;9	29020025	29011036
24051002	李儒	imghead108.png	7	30	3	4	3	0	0	161	2305	676	8504	14020011	2	2	1	1	3992	wanglang01_;9	0	wanglang01ss_;9	29020012	29011024
24051003	董卓	imghead004.png	2	30	3	4	1	0	1832	330	0	624	12359	14020012	3	3	1	1	4021	chuibu01_;11	0	chuibu01ss_;11	29020024	29011035
24051004	高顺	imghead052.png	3	40	3	4	1	0	3097	557	0	614	22991	14020086	2	2	2	1	6567	daoqi01_;9	0	daoqi01ss_;9	29020025	29011047
24051005	陈宫	imghead051.png	7	40	3	4	3	0	0	253	3615	627	16120	14020010	2	2	1	1	6107	guojia01_;9	0	guojia01ss_;9	29020006	29011043
24051006	吕布	imghead041.png	3	40	5	4	1	0	3097	557	0	614	22991	14010000	4	4	1	1	6567	lvbu01_;9	0	lvbu01ss_;9	29020009	29010004
24051007	颜良	imghead124.png	1	35	4	4	1	0	2472	445	0	626	17360	14010029	2	4	2	1	5279	chuibu01_;11	0	chuibu01ss_;11	29020024	29011029
24051008	文丑	imghead132.png	2	35	4	4	1	0	2472	445	0	626	17360	14010030	2	5	3	1	5279	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
